county,code,category,direction,is_rule8,is_conversion_artifact,n_rows,total_amount,notes
pushmataha,MUNI,,,FALSE,FALSE,1,83.25,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
pushmataha,BNDE,,,FALSE,FALSE,16,80,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
pushmataha,NOSe,,,FALSE,FALSE,8,80,NOTICE OF ABILITY TO SUSPEND ELECTRONICALLY TRANSFERRED TO T
pushmataha,T,,,FALSE,FALSE,1,64.4,COPY OF TRANSCRIPT OF PREL. HEARING AS ORDERED BY JUDGE BURG
pushmataha,BWIAA,,,FALSE,FALSE,1,50,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: JA"
pushmataha,SII,,,FALSE,FALSE,1,50,"SUBPOENA ISSUED - DUSTIN BRAY Pursuant to 12 O.S. § 39, Docu"
pushmataha,SMS,,,FALSE,FALSE,1,50,"SUMMONS RETURNED, SERVED: QUINTON LEE Document Available (#1"
pushmataha,TCS,,,FALSE,FALSE,1,50,TRANSPORT COST - SHERIFF
pushmataha,WINC,,,FALSE,FALSE,4,40,NOTICE OF CLAIM OKLAHOMA TAX COMMISSION WARRANT INTERCEPT Do
pushmataha,WICF,,,FALSE,FALSE,4,27,WARRANT INTERCEPT 3% COLLECTION FEE
pushmataha,AC31,,,FALSE,FALSE,1,25,COURT CLERK'S REVOLVING FUND CIVIL ANDCRIMINAL
pushmataha,CRF,,,FALSE,FALSE,1,20,COURT REPORTER FEE-TRIAL ON MERITS
pushmataha,CCRMPF,,,FALSE,FALSE,1,10,COURT CLERK'S RECORDS MANAGEMENT AND PRESERVATION FEE
pushmataha,OCASA,,,FALSE,FALSE,1,5,OKLAHOMA COURT APPOINTED SPECIAL ADVOCATES
pushmataha,SFCCC,,,FALSE,FALSE,1,5,ADDITION OF 10% FOR WARRANT COLLECTION
pushmataha,SFCSF,,,FALSE,FALSE,1,-5,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
pushmataha,OCJC,,,FALSE,FALSE,1,1.55,OKLAHOMA COUNCIL ON JUDICIAL COMPLAINTS REVOLVING FUND
pushmataha,DCADMIN05,,,FALSE,FALSE,1,0.75,DISTRICT COURT ADMINISTRATIVE FEE ON $5 COLLECTIONS
pushmataha,CCADMIN04,,,FALSE,FALSE,1,0.5,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
pushmataha,SJFIS,,,FALSE,FALSE,1,0.45,STATE JUDICIAL REVOLVING FUND - INTERPRETER AND TRANSLATOR S
pushmataha,DCADMIN155,,,FALSE,FALSE,1,0.23,DISTRICT COURT ADMINISTRATIVE FEE ON $1.55 COLLECTIONS
pushmataha,CCADMIN0155,,,FALSE,FALSE,1,0.16,COURT CLERK ADMINISTRATIVE FEE ON $1.55 COLLECTION
rogers,FINE,,,FALSE,FALSE,240,64375,FINES PAYABLE TO COUNTY
rogers,VCA,,,FALSE,FALSE,171,29010,VICTIMS COMPENSATION ASSESSMENT (AC12)
rogers,OCISR,,,FALSE,FALSE,456,11168,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
rogers,COSTF,,,FALSE,FALSE,86,9005,COURT COSTS ON FELONY
rogers,COSTM,,,FALSE,FALSE,104,8627,COURT COSTS ON MISDEMEANOR
rogers,TCARF,,,FALSE,FALSE,194,6440,TRAUMA CARE ASSISTANCE REVOLVING FUND
rogers,DCADMIN,,,FALSE,FALSE,248,5646.12,DISTRICT COURT ADMINISTRATIVE FEE
rogers,TEXT,,,FALSE,FALSE,15,5363.96,ROGERS COUNTY SHERIFF'S OFFICE TRANSPORTATION STATEMENT Docu
rogers,BOFPD,,,FALSE,FALSE,1,5000,BOND FORFEITURE TENDER- PAID IN CASE
rogers,AIDS,,,FALSE,FALSE,111,4440,APPLICATION FOR APPOINTED COUNSEL AND AFFIDAVIT OF FINANCIAL
rogers,COSTD,,,FALSE,FALSE,13,4329,COURT COSTS ON DUI
rogers,BWIFA,,,FALSE,FALSE,84,4315.51,"BENCH WARRANT ISSUED FAILED TO APPEAR, JUDGE: STEPHEN PAZZO "
rogers,DACPAF,,,FALSE,FALSE,88,4275,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
rogers,BOJ,,,FALSE,FALSE,170,4250,BOND INITIAL FILING JAIL FUND FEE
rogers,SFIJC,,,FALSE,FALSE,15,4250,SHERIFF'S FUND - INMATE JAIL COSTS
rogers,DPSFEE,,,FALSE,FALSE,76,3942,DPS PATROL VEHICLE FUND FEE ASSESSMENT
rogers,CCADMIN,,,FALSE,FALSE,264,3917.12,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
rogers,BO,,,FALSE,FALSE,212,3895,"SURETY BOND FOR PUSZTAI, BRET AARON POSTED BY KERR, JOHN EDW"
rogers,COSTT,,,FALSE,FALSE,40,3515,TRAFFIC COSTS
rogers,DACPAM,,,FALSE,FALSE,108,3105,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
rogers,ATFEE,,,FALSE,FALSE,16,3100,COURT APPOINTED ATTORNEY FEE ASSESSED TO DEFENDANT (OIDS)
rogers,BWIAR,,,FALSE,FALSE,41,2689.76,"BENCH WARRANT ISSUED ON MOTION TO REVOKE, JUDGE: LARA RUSSEL"
rogers,CLEET,,,FALSE,FALSE,246,2369.5,C.L.E.E.T. PENALTY ASSESSMENT
rogers,SSFCHS,,,FALSE,FALSE,244,2368.5,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
rogers,AFIS,,,FALSE,FALSE,246,2293.5,C.L.E.E.T. PENALTY ASSESSMENT FOR AFIS
rogers,FOREN,,,FALSE,FALSE,246,2293.5,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
rogers,SFC,,,FALSE,FALSE,4,1938.76,CASE SENT FOR COLLECTION. BATCH ID: 20100625-106 - COLLECTIO
rogers,MELRF,,,FALSE,FALSE,188,1880,MEDICAL EXPENSE LIABILITY REVOLVING FUND
rogers,PFE7,,,FALSE,FALSE,245,1470,LAW LIBRARY FEE
rogers,BWIAA,,,FALSE,FALSE,23,1299.68,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE, JUDGE: LA"
rogers,WAI$,,,FALSE,FALSE,25,1293.77,"WARRANT OF ARREST ISSUED, JUDGE: TERRELL CROSSON - BOND AMOU"
rogers,SSF,,,FALSE,FALSE,258,1254.25,SHERIFF'S SERVICE FEE ON ARRESTS
rogers,AC01,,,FALSE,FALSE,66,-1200,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
rogers,AC80,,,FALSE,FALSE,66,1200,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
rogers,DACPAT,,,FALSE,FALSE,50,844.4,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
rogers,ADJUST,,,FALSE,FALSE,400,817.03,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
rogers,DCADMIN25,,,FALSE,FALSE,216,810,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
rogers,AGVSU,,,FALSE,FALSE,244,709.9,ATTORNEY GENERAL VICTIM SERVICES UNIT
rogers,CHAB,,,FALSE,FALSE,244,709.9,C.H.A.B. STATUTORY FEE
rogers,TCS,,,FALSE,FALSE,12,600,TRANSPORT COST - SHERIFF
rogers,CCADMIN25,,,FALSE,FALSE,226,565,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
rogers,RECCM,,,FALSE,FALSE,28,561.76,RECEIPT FOR CERTIFIED MAIL X 2
rogers,BWIFAA,,,FALSE,FALSE,1,540,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO AC
rogers,BFR,,,FALSE,FALSE,20,-500,BOND FEE REALLOCATION FROM COURT FUND
rogers,BOJD,,,FALSE,FALSE,20,500,BOND INITIAL FILING JAIL FUND FEE
rogers,DAIJC,,,FALSE,FALSE,15,472,DA FEE - INMATE JAIL COSTS
rogers,COSTS,,,FALSE,FALSE,13,438.36,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
rogers,PR,,,FALSE,FALSE,32,395,"PERSONAL RECOGNIZANCE BOND FOR HODGES, DONVIL STEVEN, POSTED"
rogers,CCDUI,,,FALSE,FALSE,2,333,COURT COSTS ON DUI (MUNICIPAL ARREST)
rogers,BWIFP,,,FALSE,FALSE,5,250,"BENCH WARRANT ISSUED FAILED TO PAY, JUDGE: ERIN OQUIN - BOND"
rogers,IDEA,,,FALSE,FALSE,15,225,DPS IMPAIRED DRIVER DATABASE FEE
rogers,DORNJT,,,FALSE,FALSE,1,200,"NOTICE OF INTENT TO APPEAL; APPELLATE COUNSEL, PREPARATION O"
rogers,DACPAD,,,FALSE,FALSE,2,166.5,DA COUNCIL PROSECUTION ASSESSMENT FOR MUNICIPAL DUI
rogers,MUNI,,,FALSE,FALSE,2,166.5,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
rogers,WICF,,,FALSE,FALSE,16,166.23,WARRANT INTERCEPT 3% COLLECTION FEE
rogers,WINC,,,FALSE,FALSE,15,150,NOTICE OF CLAIM OKLAHOMA TAX COMMISSION WARRANT INTERCEPT Do
rogers,CRF,,,FALSE,FALSE,7,130,COURT REPORTER FEE (MIN OF 4-14-05)
rogers,REC02,,,FALSE,FALSE,6,120,RECEIPTS (2) FOR CERTIFIED MAIL
rogers,BNDE,,,FALSE,FALSE,23,115,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
rogers,WFPDA,,,FALSE,FALSE,2,87.99,CERTIFICATION TO COURT CLERK Document Available (#1042578259
rogers,IFA,,,FALSE,FALSE,1,80,INTERPRETER FEE ASSESSED/ HOURLY
rogers,O,,,FALSE,FALSE,2,80,COURT ORDER APPOINTING OIDS (FILED IN CF-22-455) Document Av
rogers,DCADMIN25D,,,FALSE,FALSE,19,71.25,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
rogers,BWIFAR,,,FALSE,FALSE,1,50,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO RE
rogers,CBELT,,,FALSE,FALSE,5,50,COURT COSTS ON SEAT BELT VIOLATION
rogers,CCADMIN25D,,,FALSE,FALSE,20,50,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
rogers,NOFe,,,FALSE,FALSE,5,50,NOTICE OF FAILURE TO COMPLY ELECTRONICALLY TRANSFERRED TO TH
rogers,CBWF1,,,FALSE,FALSE,5,25,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
rogers,AC31,,,FALSE,FALSE,9,-22.5,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
rogers,SFCCC,,,FALSE,FALSE,4,20,ADDITION OF 10% FOR WARRANT COLLECTION
rogers,SFCSF,,,FALSE,FALSE,4,-20,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
rogers,CFT,,,FALSE,FALSE,1,10,COURT FUND TRANSFER - PER 28 O.S. 106
rogers,NOBF,,,FALSE,FALSE,1,10,COPY OF NON- PAYMENT OF BOND FORFEITURE Document Available a
rogers,TCARFF,,,FALSE,FALSE,1,10,TRAUMA CARE ASSISTANCE REVOLVING FUND FINE
tulsa,FINE,,,FALSE,FALSE,128,46255,FINES PAYABLE TO COUNTY
tulsa,DRUGAC14,,,FALSE,FALSE,1,25000,DRUG OFFESE FINE PAYABLE TO AC14
tulsa,DRUGAC26,,,FALSE,FALSE,1,25000,GENERAL REVOLVING FUND (DA DRUG FUND)
tulsa,DRUGAC27,,,FALSE,FALSE,1,25000,DRUG ABUSE EDUCATION FUND (63 O.S. 2-417)
tulsa,DRUGAC30,,,FALSE,FALSE,1,25000,MUNICIPAL/AGENCY FINES/FEES
tulsa,CFOWAV,,,FALSE,FALSE,92,-12458.51,WAIVER OF COURT FINANCIAL OBLIGATION FOR IN THE AMOUNT OF $ 
tulsa,VCA,,,FALSE,FALSE,75,11975,VICTIMS COMPENSATION ASSESSMENT (AC12)
tulsa,OCISR,,,FALSE,FALSE,454,11032,OKLAHOMA COURT INFORMATION SYSTEM REVOLVING FUND
tulsa,CTFD,,,FALSE,FALSE,40,10140,COURT FUND ASSESSMENT
tulsa,COSTF,,,FALSE,FALSE,74,7578,COURT COSTS ON FELONY
tulsa,O&JPT,,,FALSE,FALSE,4,5500,ORDER & JUDGMENT OF FORFEITURE - CERTIFIED COPY TO PRE-TRIAL
tulsa,BOFTO,,,FALSE,FALSE,3,5375,BOND FORFEITURE TENDER PAID TO STATE
tulsa,COSTT,,,FALSE,FALSE,59,5170,TRAFFIC COSTS
tulsa,TCARF,,,FALSE,FALSE,147,4530,TRAUMA CARE ASSISTANCE REVOLVING FUND
tulsa,COSTM,,,FALSE,FALSE,54,4482,COURT COSTS ON MISDEMEANOR
tulsa,CTS,,,FALSE,FALSE,49,-3745.63,"CREDIT TIME SERVED FOR PHIPPS, RASHAD CARLTON AMOUNT OF $ 70"
tulsa,BOJ,,,FALSE,FALSE,136,3400,BOND INITIAL FILING JAIL FUND FEE
tulsa,DACPAF,,,FALSE,FALSE,72,3325,DA COUNCIL PROSECUTION ASSESSMENT FOR FELONY
tulsa,DCADMIN,,,FALSE,FALSE,182,3301.83,DISTRICT COURT ADMINISTRATIVE FEE
tulsa,DPSFEE,,,FALSE,FALSE,85,3188,DPS PATROL VEHICLE FUND FEE ASSESSMENT
tulsa,SFC,,,FALSE,FALSE,12,3184.19,CASE SENT FOR COLLECTION. BATCH ID: 20080731-161 - COLLECTIO
tulsa,BWIFA,,,FALSE,FALSE,57,2830,"BENCH WARRANT ISSUED FAILED TO APPEAR. BOND $15,000"
tulsa,SORET,,,FALSE,FALSE,16,2548.67,SHERIFF'S RETURN-TRANSPORTATION COSTS ON WRIT FROM EDDIE WAR
tulsa,CCADMIN,,,FALSE,FALSE,204,2373.88,COURT CLERK ADMINISTRATIVE FEE ON COLLECTIONS
tulsa,PYREQ,,,FALSE,FALSE,7,2180.5,"PAYMENT REQUEST - TRANSCRIPTS Pursuant to 12 O.S. § 39, Docu"
tulsa,CLEET,,,FALSE,FALSE,203,1927.92,C.L.E.E.T. PENALTY ASSESSMENT
tulsa,SSFCHS,,,FALSE,FALSE,193,1864,SHERIFF’S SERVICE FEE FOR COURT HOUSE SECURITY
tulsa,AFIS,,,FALSE,FALSE,203,1776.94,C.L.E.E.T. PENALTY ASSESSMENT FOR AFIS
tulsa,FOREN,,,FALSE,FALSE,199,1744,FORENSIC SCIENCE IMPROVEMENT ASSESSMENT
tulsa,DACPAM,,,FALSE,FALSE,59,1740,DA COUNCIL PROSECUTION ASSESSMENT FOR MISDEMEANOR
tulsa,EMF,,,FALSE,FALSE,6,1674,ELECTRONIC MONITORING DEVICE SUPERVISION FEE
tulsa,COSTD,,,FALSE,FALSE,5,1665,COURT COSTS ON DUI
tulsa,WAI$,,,FALSE,FALSE,28,1400,"WARRANT OF ARREST ISSUED, JUDGE: CLIFFORD SMITH - BOND AMOUN"
tulsa,BO,,,FALSE,FALSE,84,1390,"PROFESSIONAL BOND FOR BOOKER, STEWART LANCE POSTED BY EMERSO"
tulsa,BOTRF,,,FALSE,FALSE,70,1250,A BOND FROM CASE # NF-2005-4488 DATED 07/05/2005 HAS BEEN TR
tulsa,MELRF,,,FALSE,FALSE,125,1250,MEDICAL EXPENSE LIABILITY REVOLVING FUND
tulsa,PFE7,,,FALSE,FALSE,198,1179,LAW LIBRARY FEE
tulsa,DACPAT,,,FALSE,FALSE,68,1145.6,DA COUNCIL PROSECUTION ASSESSMENT FOR TRAFFIC
tulsa,WFPDA,,,FALSE,FALSE,38,1071.91,WITNESS FEES PAID BY DISTRICT ATTORNEY 11-20-14 Document Ava
tulsa,BWIAA,,,FALSE,FALSE,21,1030,"BENCH WARRANT ISSUED ON APPLICATION TO ACCELERATE BOND $5,00"
tulsa,RETJS$,,,FALSE,FALSE,21,1030,RETURN JUDGMENT & SENTENCE
tulsa,REC02,,,FALSE,FALSE,24,1026,RECEIPTS (2) FOR CERTIFIED MAIL
tulsa,SSF,,,FALSE,FALSE,210,1017,SHERIFF'S SERVICE FEE ON ARRESTS
tulsa,CCDUI,,,FALSE,FALSE,6,999,COURT COSTS ON DUI (MUNICIPAL ARREST)
tulsa,DCPF,,,FALSE,FALSE,5,980,DRUG COURT PROGRAM FEE
tulsa,BWIFP,,,FALSE,FALSE,20,960,BENCH WARRANT ISSUED FAILED TO PAY$535.70
tulsa,BWIAR,,,FALSE,FALSE,19,910,"BENCH WARRANT ISSUED ON APPLICATION TO REVOKE BOND $6,000."
tulsa,PR,,,FALSE,FALSE,43,830,"RECOGNIZANCE BOND FOR SANUSI, SAINDS DEQUIN, COUNT NUMBER 1,"
tulsa,AC80,,,FALSE,FALSE,38,750,CORRECTIONS TO ACCOUNTING ENTRIES FOR INITIAL BOND FILING.
tulsa,BWIFAA,,,FALSE,FALSE,15,750,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO AC
tulsa,AC14,,,FALSE,FALSE,2,710,ACCOUNT BALANCE- AC14. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,COPYI,,,FALSE,FALSE,3,700,COPY OF INDEX OF APPEAL RECORD (2) WITH ORIGINAL AND TWO COP
tulsa,AC01,,,FALSE,FALSE,40,-648,ACCOUNT BALANCE- AC01. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,RTSUB$,,,FALSE,FALSE,12,600,RETURN SUBPOENA Document Available (#1053369552) TIFF PDF
tulsa,DCADMIN25,,,FALSE,FALSE,152,570,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
tulsa,AGVSU,,,FALSE,FALSE,193,558.6,ATTORNEY GENERAL VICTIM SERVICES UNIT
tulsa,CHAB,,,FALSE,FALSE,193,558.6,C.H.A.B. STATUTORY FEE
tulsa,BWIFAR,,,FALSE,FALSE,11,550,BENCH WARRANT ISSUED - FAILURE TO APPEAR - APPLICATION TO RE
tulsa,SFCX,,,FALSE,FALSE,13,-523.66,ADJUSTING ENTRY OF ADMINISTRATIVE COST FOR SHERIFF'S WARRANT
tulsa,AC12,,,FALSE,FALSE,2,500,ACCOUNT BALANCE- AC12. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,DACPAD,,,FALSE,FALSE,6,499.5,DA COUNCIL PROSECUTION ASSESSMENT FOR MUNICIPAL DUI
tulsa,MUNI,,,FALSE,FALSE,6,499.5,COSTS TO ARRESTING AGENCY (MUNICIPALITY) ON DUI
tulsa,CCADMIN25,,,FALSE,FALSE,168,420,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
tulsa,COSTS,,,FALSE,FALSE,12,404.64,TRAFFIC COSTS (SPEEDING - 1 TO 10 OVER)
tulsa,BWICA,,,FALSE,FALSE,8,400,"BENCH WARRANT ISSUED - CAUSE, JUDGE: DAWN MOODY - BOND AMOUN"
tulsa,DADRUG,,,FALSE,FALSE,2,300,DISTRICT ATTORNEY DRUG ASSESSMENT
tulsa,ADJUST,,,FALSE,FALSE,122,277.94,ADJUSTING ENTRY: MONIES DUE TO AC09-CARD ALLOCATION
tulsa,WINC,,,FALSE,FALSE,23,230,NOTICE OF CLAIM OKLAHOMA TAX COMMISSION WARRANT INTERCEPT Do
tulsa,WICF,,,FALSE,FALSE,22,224.7,WARRANT INTERCEPT 3% COLLECTION FEE
tulsa,BFR,,,FALSE,FALSE,8,-200,BOND FEE REALLOCATION FROM COURT FUND
tulsa,BOJD,,,FALSE,FALSE,8,200,BOND INITIAL FILING JAIL FUND FEE
tulsa,RETO$,,,FALSE,FALSE,4,200,RETURN ORDER REVOKING SUSPENDED SENTENCE Document Available 
tulsa,REQCR,,,FALSE,FALSE,9,180,COURT REPORTER FEE AT TRIAL (JURY/NON-JURY/PRELIMINARY)
tulsa,RETOR,,,FALSE,FALSE,4,180,RETURN ORDER REVOKING SUSPENDED SENTENCE
tulsa,IDEA,,,FALSE,FALSE,11,165,DPS IMPAIRED DRIVER DATABASE FEE
tulsa,SFCM,,,FALSE,FALSE,6,158.5,SENT FOR COLLECTIONS MANUALLY - ADDITIONAL CHARGES
tulsa,CNP,,,FALSE,FALSE,1,-153.09,CASE NOT PROCESSED. BATCH ID: 20130201-3317 - COLLECTION ID:
tulsa,CBWF1,,,FALSE,FALSE,20,100,CLERK'S BENCH WARRANT FEE {TITLE 22 O.S.966A}
tulsa,NFC,,,FALSE,FALSE,8,80,NOTICE OF FAILURE TO COMPLY MAILED
tulsa,SFCCC,,,FALSE,FALSE,16,80,ADDITION OF 10% FOR WARRANT COLLECTION
tulsa,SFCSF,,,FALSE,FALSE,16,-80,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%)
tulsa,CBELT,,,FALSE,FALSE,7,70,COURT COSTS ON SEAT BELT VIOLATION
tulsa,REQJTCR,,,FALSE,FALSE,2,60,REQUEST FOR JURY TRIAL
tulsa,FINEDPS,,,FALSE,FALSE,1,50,FINE PAYABLE TO DPS REVOLVING FUND
tulsa,RTNOC,,,FALSE,FALSE,1,50,RETURN NOTICE OF HEARING - COMPETENCY Document Available (#1
tulsa,TCS,,,FALSE,FALSE,1,50,TRANSPORT COST - SHERIFF
tulsa,RECCM,,,FALSE,FALSE,4,46,RECEIPT FOR CERTIFIED MAIL
tulsa,BNDE,,,FALSE,FALSE,9,45,BUREAU OF NARCOTICS DRUG EDUCATION REVOLVING FUND
tulsa,AC08,,,FALSE,FALSE,1,40,ACCOUNT BALANCE- AC08. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,TEXT,,,FALSE,FALSE,4,40,NOTICE OF FAILURE TO COMPLY MAILED
tulsa,DCADMIN25D,,,FALSE,FALSE,8,30,DISTRICT COURT ADMINISTRATIVE FEE ON $25 COLLECTIONS
tulsa,NOFe,,,FALSE,FALSE,3,30,NOTICE OF FAILURE TO COMPLY ELECTRONICALLY TRANSFERRED TO TH
tulsa,RETO,,,FALSE,FALSE,1,30,RETURN ORDER REVOKING SUSPENDED SENTENCE
tulsa,CCADMIN25D,,,FALSE,FALSE,8,20,COURT CLERK ADMINISTRATIVE FEE ON $25 COLLECTIONS
tulsa,DCADMIN10,,,FALSE,FALSE,6,9,DISTRICT COURT ADMINISTRATIVE FEE ON $10 COLLECTIONS
tulsa,AC22,,,FALSE,FALSE,1,5,ACCOUNT BALANCE- AC22. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,AC31,,,FALSE,FALSE,5,-5,ACCOUNT BALANCE- AC31. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,SFCCCR,,,FALSE,FALSE,1,-5,ADDITION OF 10% FOR WARRANT COLLECTION REVERSED
tulsa,SFCSFR,,,FALSE,FALSE,1,5,REDUCTION IN BENCH WARRANT FEE TO SHERIFF (10%) REVERSED
tulsa,AC21,,,FALSE,FALSE,1,3,ACCOUNT BALANCE- AC21. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,AC23,,,FALSE,FALSE,1,3,ACCOUNT BALANCE- AC23. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,CCADMINA,,,FALSE,FALSE,3,3,COURT CLERK ADMINISTRATIVE FEE ON AFIS COLLECTIONS
tulsa,CCADMINC,,,FALSE,FALSE,3,3,COURT CLERK ADMINISTRATIVE FEE ON CLEET COLLECTIONS
tulsa,AC11,,,FALSE,FALSE,1,2.74,ACCOUNT BALANCE- AC11. AS OF CONVERSION FROM THE MAINFRAME (
tulsa,CLEETA,,,FALSE,FALSE,1,0.08,CLEET ADMINISTRATIVE FEE
tulsa,AFISA,,,FALSE,FALSE,1,0.06,AFIS ADMINISTRATIVE FEE
